run_id	hilton_neuron_count	hilton_multiplier	hit_hilton	hit_marriott	hit_delta	hit_united	hit_four_seasons	hit_hawaiian	raw_log
47	2000	2.00	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_47_hc2000_hm2.0.log
48	2000	2.25	0	0	0	0	0	1	hilton_only_sweep_output/logs/run_48_hc2000_hm2.25.log
49	2000	2.50	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_49_hc2000_hm2.5.log
50	2000	2.75	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_50_hc2000_hm2.75.log
51	2000	3.00	1	0	1	0	0	0	hilton_only_sweep_output/logs/run_51_hc2000_hm3.0.log
52	2000	3.25	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_52_hc2000_hm3.25.log
53	2000	3.50	1	0	0	0	0	0	hilton_only_sweep_output/logs/run_53_hc2000_hm3.5.log
54	2000	3.75	1	0	0	0	0	0	hilton_only_sweep_output/logs/run_54_hc2000_hm3.75.log
55	2000	4.00	1	0	0	0	0	0	hilton_only_sweep_output/logs/run_55_hc2000_hm4.0.log
56	2250	1.50	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_56_hc2250_hm1.5.log
57	2250	1.75	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_57_hc2250_hm1.75.log
58	2250	2.00	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_58_hc2250_hm2.0.log
59	2250	2.25	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_59_hc2250_hm2.25.log
60	2250	2.50	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_60_hc2250_hm2.5.log
61	2250	2.75	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_61_hc2250_hm2.75.log
62	2250	3.00	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_62_hc2250_hm3.0.log
63	2250	3.25	1	0	0	0	0	0	hilton_only_sweep_output/logs/run_63_hc2250_hm3.25.log
64	2250	3.50	1	0	0	0	0	0	hilton_only_sweep_output/logs/run_64_hc2250_hm3.5.log
65	2250	3.75	1	0	0	0	0	0	hilton_only_sweep_output/logs/run_65_hc2250_hm3.75.log
66	2250	4.00	1	0	0	0	0	0	hilton_only_sweep_output/logs/run_66_hc2250_hm4.0.log
67	2500	1.50	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_67_hc2500_hm1.5.log
68	2500	1.75	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_68_hc2500_hm1.75.log
69	2500	2.00	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_69_hc2500_hm2.0.log
70	2500	2.25	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_70_hc2500_hm2.25.log
71	2500	2.50	0	0	0	0	0	1	hilton_only_sweep_output/logs/run_71_hc2500_hm2.5.log
72	2500	2.75	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_72_hc2500_hm2.75.log
73	2500	3.00	1	0	0	0	0	1	hilton_only_sweep_output/logs/run_73_hc2500_hm3.0.log
74	2500	3.25	1	0	0	0	0	0	hilton_only_sweep_output/logs/run_74_hc2500_hm3.25.log
75	2500	3.50	1	0	0	0	0	0	hilton_only_sweep_output/logs/run_75_hc2500_hm3.5.log
76	2500	3.75	1	0	0	0	0	0	hilton_only_sweep_output/logs/run_76_hc2500_hm3.75.log
77	2500	4.00	1	0	0	0	0	0	hilton_only_sweep_output/logs/run_77_hc2500_hm4.0.log
