run_id	hilton_neuron_count	delta_neuron_count	hilton_multiplier	delta_multiplier	hit_delta	hit_hilton
244	700	850	2.50	2.50	17	4
245	700	900	2.50	2.50	22	0
246	700	950	2.50	2.50	25	4
247	700	1000	2.50	2.50	11	3
248	750	100	2.50	2.50	5	11
249	750	150	2.50	2.50	6	6
250	750	200	2.50	2.50	9	6
251	750	250	2.50	2.50	8	2
252	750	300	2.50	2.50	9	2
253	750	350	2.50	2.50	9	8
254	750	400	2.50	2.50	98	1
255	750	450	2.50	2.50	11	1
256	750	500	2.50	2.50	10	3
257	750	550	2.50	2.50	9	14
258	750	600	2.50	2.50	9	1
259	750	650	2.50	2.50	14	10
260	750	700	2.50	2.50	15	11
261	750	750	2.50	2.50	26	5
262	750	800	2.50	2.50	66	1
263	750	850	2.50	2.50	62	2
264	750	900	2.50	2.50	15	4
265	750	950	2.50	2.50	12	10
266	750	1000	2.50	2.50	22	4
267	800	100	2.50	2.50	2	3
268	800	150	2.50	2.50	1	2
269	800	200	2.50	2.50	2	41
270	800	250	2.50	2.50	10	2
271	800	300	2.50	2.50	9	0
272	800	350	2.50	2.50	14	0
273	800	400	2.50	2.50	10	9
274	800	450	2.50	2.50	10	4
275	800	500	2.50	2.50	18	4
276	800	550	2.50	2.50	19	10
277	800	600	2.50	2.50	21	13
278	800	650	2.50	2.50	11	5
279	800	700	2.50	2.50	9	7
280	800	750	2.50	2.50	19	8
281	800	800	2.50	2.50	34	0
282	800	850	2.50	2.50	22	6
283	800	900	2.50	2.50	106	0
284	800	950	2.50	2.50	14	10
285	800	1000	2.50	2.50	40	4
286	850	100	2.50	2.50	2	32
287	850	150	2.50	2.50	6	2
288	850	200	2.50	2.50	3	47
289	850	250	2.50	2.50	4	4
290	850	300	2.50	2.50	7	2
291	850	350	2.50	2.50	15	0
292	850	400	2.50	2.50	8	2
293	850	450	2.50	2.50	11	4
294	850	500	2.50	2.50	16	1
295	850	550	2.50	2.50	10	4
296	850	600	2.50	2.50	18	6
297	850	650	2.50	2.50	8	7
298	850	700	2.50	2.50	14	2
299	850	750	2.50	2.50	10	36
300	850	800	2.50	2.50	20	7
301	850	850	2.50	2.50	38	4
302	850	900	2.50	2.50	18	31
303	850	950	2.50	2.50	9	7
304	850	1000	2.50	2.50	7	4
305	900	100	2.50	2.50	4	5
306	900	150	2.50	2.50	8	9
307	900	200	2.50	2.50	2	4
308	900	250	2.50	2.50	2	44
309	900	300	2.50	2.50	17	2
310	900	350	2.50	2.50	9	0
311	900	400	2.50	2.50	8	1
312	900	450	2.50	2.50	16	5
313	900	500	2.50	2.50	5	3
314	900	550	2.50	2.50	15	3
315	900	600	2.50	2.50	9	6
316	900	650	2.50	2.50	13	5
317	900	700	2.50	2.50	11	13
318	900	750	2.50	2.50	22	8
319	900	800	2.50	2.50	30	0
320	900	850	2.50	2.50	13	5
321	900	900	2.50	2.50	18	2
322	900	950	2.50	2.50	40	5
323	900	1000	2.50	2.50	71	1
324	950	100	2.50	2.50	2	13
325	950	150	2.50	2.50	2	45
326	950	200	2.50	2.50	3	5
327	950	250	2.50	2.50	3	3
328	950	300	2.50	2.50	4	5
329	950	350	2.50	2.50	10	2
330	950	400	2.50	2.50	3	60
331	950	450	2.50	2.50	17	5
332	950	500	2.50	2.50	15	2
333	950	550	2.50	2.50	12	6
334	950	600	2.50	2.50	8	8
335	950	650	2.50	2.50	10	6
336	950	700	2.50	2.50	7	13
337	950	750	2.50	2.50	8	8
338	950	800	2.50	2.50	20	1
339	950	850	2.50	2.50	13	1
340	950	900	2.50	2.50	15	1
341	950	950	2.50	2.50	19	6
342	950	1000	2.50	2.50	54	0
343	1000	100	2.50	2.50	2	2
344	1000	150	2.50	2.50	3	6
345	1000	200	2.50	2.50	5	0
346	1000	250	2.50	2.50	2	43
347	1000	300	2.50	2.50	6	7
348	1000	350	2.50	2.50	17	4
349	1000	400	2.50	2.50	6	5
350	1000	450	2.50	2.50	18	4
351	1000	500	2.50	2.50	19	4
352	1000	550	2.50	2.50	21	5
353	1000	600	2.50	2.50	11	12
354	1000	650	2.50	2.50	14	4
355	1000	700	2.50	2.50	17	15
356	1000	750	2.50	2.50	34	1
357	1000	800	2.50	2.50	14	9
358	1000	850	2.50	2.50	13	4
359	1000	900	2.50	2.50	25	2
360	1000	950	2.50	2.50	21	6
361	1000	1000	2.50	2.50	10	8
