run_id	hilton_neuron_count	delta_neuron_count	hilton_multiplier	delta_multiplier	hit_delta	hit_hilton
56	500	500	2.00	1.75	2	0
57	500	500	2.00	2.00	2	0
58	500	500	2.00	2.25	3	0
59	500	500	2.00	2.50	2	0
60	500	500	2.00	2.75	2	0
61	500	500	2.00	3.00	2	0
62	500	500	2.00	3.25	2	0
63	500	500	2.00	3.50	4	0
64	500	500	2.00	3.75	3	0
65	500	500	2.00	4.00	3	0
66	500	500	2.25	1.00	0	0
67	500	500	2.25	1.25	0	0
68	500	500	2.25	1.50	0	0
69	500	500	2.25	1.75	2	0
70	500	500	2.25	2.00	0	2
71	500	500	2.25	2.25	2	2
72	500	500	2.25	2.50	2	2
73	500	500	2.25	2.75	2	2
74	500	500	2.25	3.00	2	0
75	500	500	2.25	3.25	3	0
76	500	500	2.25	3.50	4	0
77	500	500	2.25	3.75	3	0
78	500	500	2.25	4.00	1	0
79	500	500	2.50	1.00	0	1
80	500	500	2.50	1.25	0	2
81	500	500	2.50	1.50	0	2
82	500	500	2.50	1.75	0	2
83	500	500	2.50	2.00	0	2
84	500	500	2.50	2.25	2	0
85	500	500	2.50	2.50	2	2
86	500	500	2.50	2.75	2	2
87	500	500	2.50	3.00	2	2
88	500	500	2.50	3.25	2	2
89	500	500	2.50	3.50	3	2
90	500	500	2.50	3.75	2	2
91	500	500	2.50	4.00	2	2
92	500	500	2.75	1.00	0	2
93	500	500	2.75	1.25	0	2
94	500	500	2.75	1.50	0	2
95	500	500	2.75	1.75	0	2
96	500	500	2.75	2.00	0	2
97	500	500	2.75	2.25	2	2
98	500	500	2.75	2.50	2	2
99	500	500	2.75	2.75	2	2
100	500	500	2.75	3.00	2	2
101	500	500	2.75	3.25	2	2
102	500	500	2.75	3.50	2	2
103	500	500	2.75	3.75	2	2
104	500	500	2.75	4.00	2	2
105	500	500	3.00	1.00	0	0
106	500	500	3.00	1.25	0	1
107	500	500	3.00	1.50	0	2
108	500	500	3.00	1.75	0	1
109	500	500	3.00	2.00	0	2
110	500	500	3.00	2.25	3	2
111	500	500	3.00	2.50	3	2
112	500	500	3.00	2.75	3	2
113	500	500	3.00	3.00	3	2
114	500	500	3.00	3.25	3	2
115	500	500	3.00	3.50	2	2
116	500	500	3.00	3.75	2	2
117	500	500	3.00	4.00	2	2
118	500	500	3.25	1.00	0	0
119	500	500	3.25	1.25	0	1
120	500	500	3.25	1.50	0	1
121	500	500	3.25	1.75	0	2
122	500	500	3.25	2.00	0	2
123	500	500	3.25	2.25	3	3
124	500	500	3.25	2.50	3	2
125	500	500	3.25	2.75	3	3
126	500	500	3.25	3.00	4	3
127	500	500	3.25	3.25	3	3
128	500	500	3.25	3.50	4	3
129	500	500	3.25	3.75	2	2
130	500	500	3.25	4.00	2	2
131	500	500	3.50	1.00	0	0
132	500	500	3.50	1.25	0	1
133	500	500	3.50	1.50	0	3
134	500	500	3.50	1.75	0	2
135	500	500	3.50	2.00	0	2
136	500	500	3.50	2.25	3	3
137	500	500	3.50	2.50	3	3
138	500	500	3.50	2.75	3	2
139	500	500	3.50	3.00	4	3
140	500	500	3.50	3.25	4	3
141	500	500	3.50	3.50	2	2
142	500	500	3.50	3.75	2	2
143	500	500	3.50	4.00	4	5
144	500	500	3.75	1.00	0	0
145	500	500	3.75	1.25	0	3
146	500	500	3.75	1.50	0	3
147	500	500	3.75	1.75	0	2
148	500	500	3.75	2.00	0	2
149	500	500	3.75	2.25	4	3
150	500	500	3.75	2.50	3	2
151	500	500	3.75	2.75	3	2
152	500	500	3.75	3.00	2	2
153	500	500	3.75	3.25	2	2
154	500	500	3.75	3.50	2	2
155	500	500	3.75	3.75	2	2
156	500	500	3.75	4.00	2	2
157	500	500	4.00	1.00	0	3
158	500	500	4.00	1.25	0	4
159	500	500	4.00	1.50	0	2
160	500	500	4.00	1.75	0	2
161	500	500	4.00	2.00	0	3
162	500	500	4.00	2.25	0	2
163	500	500	4.00	2.50	2	2
164	500	500	4.00	2.75	2	2
165	500	500	4.00	3.00	2	2
166	500	500	4.00	3.25	2	2
167	500	500	4.00	3.50	2	2
168	500	500	4.00	3.75	2	2
169	500	500	4.00	4.00	2	0
